I,代名詞
they,代名詞
you,代名詞
your,代名詞
we,代名詞
go,動詞
watch,動詞
live,動詞
played,動詞
far,副詞
there,副詞
yesterday,副詞
not,副詞
up,副詞
where,副詞
to,前置詞
in,前置詞
from,前置詞
on,前置詞
at,前置詞
soccer,名詞
fan,名詞
picture,名詞
week,名詞
wall,名詞
morning,名詞
don't,名詞
games,名詞
TV,名詞
Osaka,名詞
Canada,名詞
brother,名詞
hamburgers,名詞
sister,名詞
tennis,名詞
am,be動詞
was,be動詞
were,be動詞
are,be動詞
is,be動詞
busy,形容詞
last,形容詞
like,形容詞
a,冠詞
an,冠詞
the,冠詞
get,自動詞
seven,基数詞
does,助動詞
